,age,date,operation_type,current_amount,monthly_income,available_credit,transaction_amount
13642,52,2023-11-16,R,27517.743242572156,0.0,2000.0,3398.770134955408
13643,57,2023-10-11,P,39874.21968624181,20235.0,2000.0,6935.916436109277
13644,35,2023-11-14,P,24948.74541514844,3906.0,4515.001965148108,5544.328139436618
13645,52,2023-09-12,P,16590.312836656038,22598.0,2000.0,2447.165098871204
13646,49,2023-11-25,R,33173.983832834914,0.0,2000.0,2942.008531716231
13647,37,2023-10-05,T,18428.059049095944,0.0,2000.0,4321.431537522864
13648,55,2023-11-20,P,49336.92390825544,0.0,50751.03701568234,5246.167500774693
13649,37,2023-11-18,T,26648.549109026724,0.0,2000.0,4593.941138833157
13650,55,2023-09-05,P,29845.264276373087,15018.0,2000.0,4388.131341012985
13651,56,2023-09-10,P,33595.75426482865,19391.0,29635.03871422205,7498.462099047204
13652,48,2023-09-15,R,19344.964039548908,0.0,2000.0,6335.1075355367175
13653,28,2023-11-24,P,29506.64907206476,10882.0,2000.0,1329.7113135862814
13654,46,2023-11-22,T,27438.543292887683,11219.0,2000.0,2447.528507212792
13655,33,2023-09-13,R,12242.097080170035,16140.0,4226.100648295132,6391.774705271355
13656,29,2023-11-22,T,27325.29924558232,27004.0,2000.0,2265.116905391923
13657,18,2023-11-18,T,32329.353703709203,19597.0,2000.0,7322.903287779096
13658,39,2023-09-11,P,49669.48699247383,16459.0,115530.27965713931,9011.316403887278
13659,51,2023-11-22,R,30025.523970176982,0.0,46975.52719758689,4632.335777423015
13660,42,2023-11-17,R,39871.0256934139,17079.0,34695.228214213705,6162.891186654113
13661,61,2023-11-23,R,30646.7864174727,12680.0,2000.0,7094.550557175788
13662,41,2023-10-08,T,31267.87811248848,3994.0,2000.0,4724.6328334622485
13663,36,2023-10-18,P,43194.07893468429,1709.0,2000.0,2318.2044904336503
13664,46,2023-10-08,R,33027.3700571248,14985.0,51490.95366994049,4035.9074627377004
13665,31,2023-09-17,P,25404.242458345616,13460.0,2000.0,3244.1940204449484
13666,44,2023-10-02,P,41253.0532644016,15359.0,2000.0,5300.583967272204
13667,19,2023-10-19,P,28864.993773415074,15646.0,2000.0,5485.915839068019
13668,22,2023-09-03,R,18999.395173841054,7151.0,10481.120117276641,2530.7274854987318
13669,37,2023-10-22,P,31095.366129374073,16865.0,27379.88008554295,4322.945368299839
13670,42,2023-11-14,P,26497.151264280168,4657.0,44893.2794070499,4801.141417660916
13671,56,2023-11-08,P,35747.674644847844,12613.0,2000.0,7065.87264926884
13672,31,2023-09-19,R,29816.99845727881,6586.0,2000.0,5260.813883417878
13673,36,2023-10-01,P,10193.574829140132,3166.0,2000.0,2580.325358912523
13674,44,2023-10-03,P,44600.38747707968,17082.0,53568.27691321057,6941.372118699111
13675,50,2023-11-06,T,33915.064402560325,15044.0,162529.18752923704,9801.372104861024
13676,42,2023-10-28,T,27346.024613659163,17119.0,56659.61655384455,2824.748361962237
13677,47,2023-11-19,T,21980.270091571445,16070.0,36822.104930114685,8491.484554451621
13678,46,2023-11-03,P,24093.009771860547,7424.0,49485.22574991514,6456.168500681255
13679,55,2023-09-24,P,34882.97002052251,6023.0,121563.51112076009,6307.2924844997115
13680,18,2023-09-17,R,36282.37869140133,11021.0,2000.0,4695.643475410437
13681,40,2023-10-08,T,32355.580768959248,2927.0,2000.0,7587.426687860121
13682,44,2023-10-19,P,38395.29581729668,2308.0,21089.707597748817,2558.6828362474303
13683,31,2023-10-28,P,40523.42412825971,22111.0,32312.302189665614,7159.580403263059
13684,55,2023-09-29,T,35479.12871982278,1085.0,2000.0,1801.7385916635812
13685,30,2023-09-27,R,45391.5392931541,15778.0,2000.0,6123.438395725779
13686,53,2023-09-11,P,32839.398668219284,0.0,2000.0,5057.295666177414
13687,36,2023-11-23,P,31798.54334946211,0.0,2000.0,5740.189656452261
13688,31,2023-10-08,P,27291.870626704316,0.0,128398.33802141546,9894.564768682307
13689,31,2023-10-21,P,37617.247652399936,21307.0,2000.0,5585.038493966864
13690,41,2023-11-13,P,57967.75941173508,11398.0,111810.92804050936,5721.132229526735
13691,20,2023-11-03,R,40582.340053450665,0.0,29087.86475451281,2269.3975181406972
13692,35,2023-11-22,T,22561.90983334414,6250.0,54565.87698560683,4845.584085588149
13693,38,2023-10-04,R,38558.36325364803,6351.0,47204.05442364284,3258.7380183425266
13694,42,2023-09-08,P,47353.32825202543,4813.0,146065.4046717986,5855.851785200094
13695,42,2023-11-09,R,36912.64640446564,974.0,65894.40542855355,715.1315478247734
13696,51,2023-11-20,R,26069.36521701736,3513.0,2000.0,9205.57705483286
13697,31,2023-11-27,R,39278.18379259871,7690.0,35396.01208027585,4187.280369416732
13698,22,2023-09-26,R,29359.706294417494,0.0,2000.0,3958.967914066552
13699,36,2023-10-07,T,31678.887870483086,0.0,114511.68106929105,4142.024708608225
13700,52,2023-09-21,P,42645.76968900277,291.0,136081.4543676877,7098.262790337887
13701,43,2023-10-28,P,3460.4237586649906,7242.0,24185.04887006928,4689.084430621103
13702,46,2023-11-06,P,18762.4826882663,16763.0,170253.2600161022,6425.801291697587
13703,35,2023-10-12,P,29109.190122210923,2641.0,38909.7902848224,2244.1863855655465
13704,47,2023-11-05,T,15572.400690827637,14250.0,10804.937189980543,200.0
13705,29,2023-11-12,R,29872.33771001792,875.0,30127.22058282638,200.0
13706,38,2023-10-04,T,32932.437053908005,14672.0,59273.08130828468,2595.327201741067
13707,33,2023-09-09,T,16442.545771891957,8512.0,45768.527049232165,5033.617357019758
13708,44,2023-09-01,P,42152.2870124702,7828.0,2000.0,3105.292406677254
13709,47,2023-10-31,T,22058.45536448818,14096.0,90319.1725762683,5906.349722599372
13710,39,2023-10-17,P,28225.052840973574,0.0,2000.0,3674.2159703373354
13711,18,2023-11-07,T,25866.144269481785,19833.0,2000.0,4037.325916656394
13712,45,2023-11-11,T,27964.25362810101,13579.0,94595.89332316347,3535.187063763361
13713,38,2023-11-21,R,42235.42739034837,1186.0,99217.73687048053,5879.799849840228
13714,44,2023-09-03,T,22674.817297126574,16138.0,46759.35546437814,6568.496317503062
13715,47,2023-09-24,R,21606.271867382406,7300.0,2000.0,5111.276070767401
13716,62,2023-09-08,P,24156.33782006587,0.0,2000.0,5385.793721937548
13717,29,2023-11-21,T,35126.99853143207,9874.0,86359.27252220947,6697.904734886748
13718,24,2023-11-03,R,21560.965868784344,845.0,2000.0,7393.10094417027
13719,36,2023-09-29,R,29016.21975457105,3607.0,39671.29927962209,6213.833450572848
13720,35,2023-11-05,T,43686.11872222541,0.0,9228.025236603582,8466.910769664324
13721,44,2023-09-11,T,28619.493265826124,13925.0,193049.2757162172,5022.161348102956
13722,33,2023-10-25,T,41314.64166838953,19003.0,62587.361406358265,8901.070783323961
13723,36,2023-09-25,P,23276.2773600901,11003.0,5336.285761165358,7940.880085252631
13724,22,2023-10-13,T,32563.399301289508,8370.0,2000.0,4098.641101907195
13725,54,2023-09-06,T,26298.37335519858,19680.0,64887.44746421291,4854.037436671244
13726,26,2023-09-25,R,32596.175798493066,16336.0,2000.0,345.6975236294393
13727,26,2023-11-19,T,43119.8967487533,7523.0,22471.72201591361,6342.572031012484
13728,41,2023-11-14,R,48265.89008497386,20892.0,34993.90891287476,6241.102277010939
13729,34,2023-09-11,T,23914.623511828508,23749.0,4195.591003608477,7107.747784215389
13730,43,2023-11-08,R,39094.65522384162,6136.0,2000.0,6141.885743085024
13731,34,2023-11-09,T,45668.99800538186,10342.0,2000.0,5530.756779989185
13732,19,2023-10-26,P,27277.151296372358,18040.0,2000.0,7888.203392406913
13733,39,2023-10-07,R,29273.745889936443,4708.0,2000.0,6907.621104590926
13734,38,2023-09-21,R,48554.025654063335,6576.0,6959.087836660897,3735.2084355919574
13735,58,2023-10-22,T,20896.973121223084,9832.0,11053.334092150308,3451.6017832291964
13736,40,2023-10-07,R,29086.777633146896,5861.0,61466.56863100341,499.3522653773143
13737,37,2023-11-29,T,12928.149842601095,0.0,119412.94776818261,7454.01981082206
13738,48,2023-09-21,T,17799.858828307493,0.0,74422.3930297857,5161.416856034926
13739,29,2023-09-15,R,43728.45358437523,6402.0,44369.5297888024,4676.597515522018
13740,39,2023-11-22,T,17701.041080566923,26262.0,2000.0,4682.277106088318
13741,49,2023-10-15,P,32093.94912096921,27595.5,2000.0,4906.163530320165
13742,34,2023-09-07,T,25292.393054585853,15422.0,2000.0,3135.1205779203237
13743,36,2023-10-23,P,41137.95267726542,2668.0,2000.0,4216.579787382758
13744,42,2023-10-07,P,41872.79670803134,14998.0,47627.119805163304,5424.719979902067
13745,28,2023-11-12,T,22298.589311283347,8539.0,45446.00910796676,5555.703497887839
13746,39,2023-11-16,T,39238.73176781469,13371.0,2000.0,4557.853220879216
13747,34,2023-09-12,P,32537.443109054373,13543.0,2000.0,7987.28262064905
13748,45,2023-10-19,R,35459.115363003395,3499.0,56211.07759976949,1175.1376574209758
13749,47,2023-09-18,R,50643.01908844713,5430.0,23837.880359275332,8206.002869890026
13750,39,2023-10-21,P,40315.576442044054,5869.0,56167.844057204486,9000.167390469662
13751,34,2023-11-21,T,34370.890893537995,8510.0,113683.25913147547,6679.041363948871
13752,51,2023-09-11,R,37383.921813142326,16848.0,134144.1928200713,2846.5015628702304
13753,44,2023-10-14,R,31216.807088322646,4336.0,22344.70851562466,5762.755859347071
13754,62,2023-09-21,P,22992.36174849928,13800.0,2000.0,6110.035293373273
13755,51,2023-09-17,P,39416.66445380972,17262.0,53931.38285550642,5966.34591481293
13756,24,2023-11-10,R,35591.270456240694,0.0,89245.20418913788,4881.810766039061
13757,47,2023-11-12,R,27414.07659632645,8564.0,129676.46143953994,694.0490176219646
13758,33,2023-10-01,R,46289.110839874076,16562.0,57529.960971178814,2780.4000768295596
13759,47,2023-11-23,R,40654.718653104894,9200.0,2000.0,5511.086614052732
13760,36,2023-11-11,P,37276.04031078971,0.0,61829.471334006994,6050.119730830624
13761,40,2023-09-16,P,23521.62791385655,5707.0,2000.0,6987.145832903641
13762,59,2023-10-29,T,17250.807336866113,0.0,7043.377846576707,5237.06034344949
13763,44,2023-09-01,P,30853.523416916934,8836.0,2000.0,6264.554780440896
13764,30,2023-11-07,P,25564.39403659889,11121.0,24536.810833347525,4551.944434761284
13765,51,2023-11-09,R,23902.471732211503,9910.0,85258.47643203121,8591.165049698127
13766,34,2023-09-30,T,31772.525676789202,29472.0,12300.227855366524,5806.378986391681
13767,41,2023-10-13,R,25124.66448993062,14279.0,2000.0,4700.511738780673
13768,51,2023-10-11,P,43475.33942504921,0.0,39178.66019617201,4965.047319900971
13769,20,2023-11-21,T,32782.20531796658,3183.0,19246.79906189561,5993.432815973474
13770,22,2023-11-22,T,45454.391479064114,14743.0,109852.90313089688,4386.257349999684
13771,27,2023-09-05,R,23102.250768445974,13767.0,8342.342291613822,5787.860890042827
13772,31,2023-09-19,R,41379.483356531346,11802.0,73281.8193525954,2018.9632754255263
13773,25,2023-10-25,R,30067.345018778396,24886.0,42952.75130604116,3772.438043152359
13774,26,2023-09-08,T,16554.566278309685,23512.0,2000.0,2020.8011372028113
13775,45,2023-11-22,T,23643.991527048314,8576.0,2000.0,2809.34513547729
13776,46,2023-11-17,T,27508.597379316052,7388.0,3851.3828513722738,2553.9671892785564
13777,36,2023-10-19,P,32652.963122093093,13968.0,40127.115568995185,4105.045728604209
13778,46,2023-11-23,R,24053.90346154052,11317.0,2000.0,8818.362456425404
13779,56,2023-09-18,R,37842.28512159788,12242.0,88768.59375680085,6768.964282701992
13780,44,2023-11-19,T,24909.802161444117,25664.0,9364.175556843242,6141.743312144787
13781,26,2023-11-11,R,27963.865789214306,0.0,40802.14790689539,4041.4387568858747
13782,45,2023-09-23,T,22339.358276822037,19375.0,56645.239255895875,4684.748276068193
13783,43,2023-10-15,P,22909.842734347116,2851.5,2000.0,7599.415703379931
13784,47,2023-11-16,T,34829.01551266679,15721.0,51845.07154182649,5067.50175431207
13785,27,2023-11-17,T,27333.85943627775,5889.0,38943.29720876498,2091.4046675595655
13786,57,2023-11-06,T,28998.0591254527,0.0,2000.0,7082.173288141552
13787,52,2023-11-10,R,25278.080170002682,0.0,2000.0,5255.272464979751
13788,38,2023-10-15,P,23703.256689888396,29086.5,55967.13539876997,7100.01606568372
13789,47,2023-09-02,P,34577.95737611144,1841.0,2478.32763253112,2637.1323846324394
13790,31,2023-10-09,P,24744.55799754027,0.0,13343.792366453436,5754.338439753337
13791,45,2023-09-11,R,39931.76408317376,13850.0,17827.39881007272,4502.290657426384
13792,41,2023-11-24,R,40631.2923056743,5474.0,26426.176601553023,4986.311940098945
13793,33,2023-09-26,R,32738.881736528623,9556.0,75486.60604715688,6591.752180409592
13794,36,2023-09-21,R,56057.632843956235,13726.0,2000.0,3128.747366042507
13795,50,2023-11-25,P,27190.906239458287,11462.0,44852.7474483188,6835.954393976648
13796,29,2023-10-27,R,30921.40893110933,17835.0,41388.05566054967,4916.370447698427
13797,36,2023-10-08,P,21011.533066336226,0.0,124971.98491325798,4279.6404660167345
13798,51,2023-09-19,R,18295.94978322529,1842.0,2000.0,6837.52658755551
13799,43,2023-11-29,T,25793.969547867295,19962.0,2000.0,1436.25220814459
13800,31,2023-09-09,R,28486.384734230403,0.0,36815.44533421203,964.919602936317
13801,40,2023-09-10,R,45146.50872421144,8913.0,2000.0,10093.28337695849
13802,42,2023-09-12,P,19689.79546979635,26456.0,2000.0,6313.287536036753
13803,32,2023-10-10,P,16412.41245495263,8070.0,2000.0,3353.2727936326664
13804,32,2023-11-27,P,30013.350181056798,9479.0,30552.931390954203,7169.035911426257
13805,45,2023-11-12,T,19662.321818072385,0.0,94032.8295923657,5474.8407077562915
13806,39,2023-11-11,T,34914.34663548921,11015.0,66565.25614495215,4328.489978627692
13807,51,2023-11-10,R,23071.527747127602,13556.0,50865.325002743084,1992.2108777527496
13808,54,2023-09-21,R,31845.482847760188,10593.0,14383.246119590192,4520.525360067242
13809,22,2023-10-01,R,22102.127004472535,3168.0,95942.56519523433,5711.761850620491
13810,62,2023-09-02,R,11645.17754087648,8733.0,4499.534889249227,3408.3335543930266
13811,45,2023-09-12,T,25807.58183600704,8036.0,2000.0,11629.126678406617
13812,43,2023-10-06,R,42112.05108453997,23141.0,49082.803118870106,5188.488922996686
13813,62,2023-11-18,P,24094.55400120366,0.0,2000.0,4069.4696692391403
13814,40,2023-10-22,T,24972.202168657444,16490.0,2000.0,2953.9424818648386
13815,31,2023-09-22,P,33282.95158817659,2960.0,2000.0,5784.163014533812
13816,28,2023-10-25,P,39119.94721249921,15071.0,2000.0,5025.908414401618
13817,58,2023-11-23,T,24372.63758515043,2782.0,64129.14950901698,3044.550811238126
13818,58,2023-09-03,R,22565.472737552514,8369.0,2000.0,4794.478339915594
13819,40,2023-10-08,P,25026.685611319263,2602.0,31795.584208855842,3248.857958439182
13820,37,2023-11-24,P,24471.608331355033,18139.0,118478.90610407632,4118.202670190464
13821,51,2023-09-04,R,40521.96930763787,11462.0,2000.0,3189.1234157922618
13822,45,2023-09-14,P,31904.386088742198,16586.0,57306.7194714014,1713.4154842446746
13823,60,2023-09-11,R,14538.972135384873,5815.0,83082.19252642753,7263.316147235215
13824,48,2023-09-14,T,43669.457696235826,9687.0,2000.0,4760.082635088917
13825,29,2023-11-07,T,25585.044677656497,498.0,2000.0,2496.5857090846935
13826,44,2023-09-08,T,44136.98732654165,1904.0,2000.0,4166.1442247528175
13827,29,2023-10-14,R,20613.964446651742,2013.0,11349.529795194323,6906.393057112414
13828,51,2023-11-26,T,18473.15351242492,8064.0,34527.729139175986,4802.721897828809
13829,45,2023-10-06,T,25718.139337180248,16121.0,141606.28696773254,7389.51700776912
13830,27,2023-09-21,R,35937.337422110984,16841.0,28275.249721590408,3014.703834996444
13831,36,2023-10-31,P,17575.962774402753,21292.0,48741.95451936139,2048.692063308361
13832,31,2023-11-27,P,31532.64646529511,12714.0,2000.0,3549.17587607308
13833,33,2023-09-17,T,29846.62383122025,9884.0,2000.0,7100.951893634765
13834,41,2023-11-07,T,36506.04478382124,12541.0,2000.0,4942.038493583335
13835,43,2023-11-08,R,13508.82080071239,894.0,2000.0,5897.287063025528
13836,62,2023-11-06,R,3358.4356174390123,0.0,86612.27801677243,6658.328291465017
13837,36,2023-09-26,R,28286.324807516932,8678.0,2000.0,3749.5286806581316
13838,33,2023-11-19,R,35826.84379510131,19727.0,2000.0,6580.872419806831
13839,36,2023-11-23,R,47441.59300889465,4725.0,11552.512321524428,3872.1100679019382
13840,18,2023-09-08,P,22912.295811538057,20880.0,2000.0,2259.755400917098
13841,44,2023-11-22,R,44579.47059723851,16055.0,2000.0,4175.787871341231
13842,34,2023-11-03,P,13989.106967211657,21841.0,43965.02848801513,4105.78478989084
13843,59,2023-11-06,T,12904.680635036191,9290.0,2000.0,4905.705006255535
13844,31,2023-10-11,R,51404.7713516777,18066.0,29422.31565762047,4975.047306175792
13845,27,2023-10-02,P,41032.26571645115,23706.0,2000.0,1529.5976483794516
13846,49,2023-11-09,R,23458.96094760061,11864.0,2000.0,4127.095540522874
13847,48,2023-09-29,T,31015.695276133396,13013.0,27772.298600018057,4442.972111913059
13848,51,2023-11-03,T,38267.85443737786,1301.0,2000.0,1773.4469309617075
13849,26,2023-10-01,T,28605.21547001138,3011.0,190478.3210217021,4149.038156015515
13850,31,2023-10-26,R,18758.553054514898,9421.0,87701.28015318465,3606.168838499547
13851,54,2023-10-24,P,31288.573216095498,6436.0,68143.43320621608,8304.88038990859
13852,34,2023-11-14,T,41547.46031437062,5655.0,106355.65469397667,6942.728815715215
13853,36,2023-09-12,P,19649.790804581797,26190.0,60665.68920619798,2765.4102271063243
13854,42,2023-11-27,T,36770.73028055815,15022.0,89965.24513341155,3905.0653104102817
13855,35,2023-11-06,R,12451.001755528723,6996.0,2000.0,2302.1597603692903
13856,43,2023-11-26,R,17265.50900465929,12057.0,25512.3672089624,7524.345548661842
13857,52,2023-09-24,T,31092.552887484962,5430.0,2000.0,6429.684724886071
13858,32,2023-09-19,T,17846.89292672344,15682.0,85266.26275546582,7966.518721432361
13859,55,2023-11-29,T,40159.46615934803,9402.0,166277.36402449405,4741.338017998007
13860,47,2023-10-10,P,40007.23191958778,7591.0,68030.89989590825,6489.754441836556
13861,42,2023-10-10,R,53628.32715578131,8842.0,35024.20118275086,7857.49718086127
13862,34,2023-11-29,T,16216.25504988804,10939.0,2000.0,5638.985633896812
13863,48,2023-09-14,T,27098.165903063677,18934.0,2000.0,891.2138596137429
13864,37,2023-10-28,T,46664.206811097836,24809.0,35397.84996731472,7149.489074584917
13865,32,2023-11-24,R,28633.70427404503,0.0,111886.2156623068,7094.2479505696665
13866,38,2023-09-08,T,38855.50178253281,16738.0,2000.0,2210.9332325668306
13867,27,2023-11-12,R,10312.306009952637,13788.0,68649.6934871021,7080.344370208188
13868,42,2023-09-24,T,36277.24377318434,794.0,2000.0,5239.371241413607
13869,45,2023-09-22,T,23264.397957257566,9158.0,106844.32070472317,4149.420235902983
13870,37,2023-09-29,R,30072.66836211597,4375.0,2000.0,4603.149386899905
13871,34,2023-11-09,T,13684.927750779054,8445.0,30755.1600431731,6300.894527847323
13872,47,2023-11-12,T,32868.1109070637,0.0,2000.0,4298.0040775714515
13873,47,2023-10-13,P,26546.855841459615,18077.0,154276.72244253726,3070.9715920273998
13874,32,2023-09-29,P,25235.231452326792,2020.0,67364.82074610144,3878.226119648243
13875,24,2023-10-10,R,13797.39337388291,5357.0,88873.31339796142,5617.883069768443
13876,52,2023-09-05,T,31546.36480743282,18042.0,107838.06207120653,4751.518874097182
13877,30,2023-11-16,R,37839.27893594316,13267.0,160229.26321707395,5638.656778450678
13878,27,2023-10-31,R,35874.334254350586,26153.0,52058.49249883409,5483.242672997383
13879,26,2023-09-07,R,34655.577267374436,4440.0,22737.277281419698,6532.114372923742
13880,42,2023-10-09,T,17681.139334342944,27739.0,38573.936257830836,4672.319864452035
13881,20,2023-10-09,R,26118.44168440193,10776.0,80449.0764504066,1009.8246990752082
13882,39,2023-09-28,P,40231.404165082655,26771.0,77110.450890824,4997.741833577647
13883,51,2023-11-18,P,42007.27016774089,8639.0,2000.0,5630.869783793714
13884,39,2023-09-03,T,5792.134571743136,0.0,36476.55040852519,6554.1533196773335
13885,42,2023-11-17,T,16108.66981482376,12436.0,91696.1811014705,3384.2805034426347
13886,25,2023-10-10,P,27211.348360960143,7431.0,2000.0,3336.3503925876057
13887,53,2023-09-10,T,53084.982844108235,8055.0,11503.142541743662,8944.432476027338
13888,38,2023-09-01,T,23822.178177385962,3374.0,124907.76508941625,5250.393499231278
13889,45,2023-09-11,R,40035.029902179595,10871.0,2000.0,6727.239097223453
13890,44,2023-10-25,R,37047.939863706495,19842.0,2000.0,2710.589781186866
13891,47,2023-09-02,T,36419.76096441647,11401.0,2000.0,4334.98950084681
13892,35,2023-09-28,R,18960.481362745766,13701.0,28162.811079523726,4956.598813339693
13893,31,2023-09-05,P,37392.745216739015,22490.0,2000.0,5024.827470948084
13894,32,2023-09-02,P,42380.226994423545,8040.0,2000.0,3591.3253768873674
13895,44,2023-10-08,T,43000.57615957163,3437.0,86588.92178833412,6232.682061245665
13896,57,2023-10-24,P,48591.258782866775,15408.0,70397.39512903692,7306.2993250229365
13897,34,2023-10-31,T,46906.05559253543,11875.0,12263.564660053857,5436.8084607649325
13898,44,2023-10-25,T,35824.93892257821,0.0,2000.0,2756.253557733427
13899,31,2023-11-14,T,29061.691239059764,17029.0,61193.25906223269,7219.184663608628
13900,29,2023-09-14,T,29594.91476363154,27589.0,98050.98384962122,2529.181558798176
13901,28,2023-10-18,R,38934.525797819835,1782.0,51348.73031051649,3777.9511107522876
13902,45,2023-09-10,R,40083.7875760939,18376.0,46487.20462923732,2100.1136766677746
13903,62,2023-11-16,R,40074.835575241996,3847.0,2000.0,5834.925448279651
13904,36,2023-11-21,P,42688.65109663802,5892.0,2000.0,2470.2816367034475
13905,48,2023-09-09,P,17790.98375713365,11435.0,31935.06177969138,5127.64614674888
13906,35,2023-10-26,T,47555.634111052655,8503.0,56834.88587166712,3668.968180607305
13907,29,2023-09-05,T,41322.96082042669,6570.0,23094.51617202184,3010.185007846009
13908,40,2023-10-10,T,24464.159772734267,15857.0,61726.885560879804,3112.68523612892
13909,62,2023-09-20,P,29290.51653677635,8701.0,31163.90211525706,3737.8071425453377
13910,39,2023-09-25,P,36158.44413462905,0.0,117410.94058631893,5284.527734141205
13911,35,2023-09-23,P,4043.361936507172,11788.0,2000.0,6776.149504878178
13912,41,2023-11-18,P,31904.981415252056,7054.0,18167.37921002604,3882.2495321384936
13913,42,2023-11-15,T,32341.971876807205,33219.0,68046.77276195366,5633.823338604256
13914,38,2023-09-01,P,29900.034616561235,11458.0,2000.0,200.0
13915,56,2023-09-08,R,33151.36826247991,4478.0,80406.16677415423,3645.8096689061626
13916,34,2023-09-10,R,18506.701403495288,14171.0,96618.67449518325,200.0
13917,29,2023-11-03,P,27505.575992733022,2775.0,68403.18250898314,2676.818401246641
13918,50,2023-11-11,R,39770.38703296578,1484.0,2000.0,6773.415568804783
13919,24,2023-09-22,T,35384.73751937935,16038.0,2000.0,7012.797758285443
13920,35,2023-11-15,R,37478.80088802894,22519.5,134349.52735100494,4279.480764128908
13921,47,2023-11-03,T,33111.121532383666,5646.0,76262.1752464699,3636.949505227425
13922,51,2023-11-17,P,28077.73592979622,18845.0,40813.259343100704,1782.4167955795865
13923,33,2023-11-16,P,24443.79264078989,0.0,2000.0,368.9245013851032
13924,54,2023-09-21,T,24187.915561902624,16417.0,41683.42167886392,3579.615379881584
13925,38,2023-11-27,T,27261.84818854288,16112.0,2000.0,7939.189811821833
13926,34,2023-10-13,P,32306.489617708707,17512.0,2000.0,3460.419173211831
13927,59,2023-11-23,R,19551.49249540214,21690.0,2000.0,3148.937330234615
13928,45,2023-10-07,P,44402.04002115607,10667.0,2000.0,5047.693086615845
13929,39,2023-10-23,P,16544.192671374876,7624.0,119327.84318355378,8803.41297902896
13930,49,2023-10-03,P,44465.0136169637,11402.0,48177.333047877,3403.6146367665583
13931,51,2023-11-08,R,56565.190728134534,9352.0,6946.348694590792,5178.3269681448355
13932,43,2023-11-28,P,41307.67139590793,7011.0,2000.0,3643.6264551947274
13933,48,2023-10-04,P,33425.29510775429,8669.0,2000.0,6210.697980340343
13934,33,2023-11-10,R,25467.146789897684,7793.0,2000.0,5870.934090739852
13935,51,2023-11-04,R,26713.614283414736,1663.0,71834.31083216076,4924.729036002051
13936,41,2023-11-09,P,28626.345699392474,7806.0,2000.0,7379.865944743222
13937,54,2023-10-30,T,26724.26885774187,11791.5,34398.173612968814,6704.996619608745
13938,31,2023-09-02,R,22874.108221722017,12370.0,53938.66999096213,3936.5970169506845
13939,49,2023-10-13,T,20475.74386755873,2696.0,46021.37056285358,3008.209893483345
13940,48,2023-10-08,P,32285.92253687261,21576.0,2000.0,6585.849500176645
13941,51,2023-10-07,R,34874.34838159159,11136.0,87974.53566031961,6255.30773542109
13942,45,2023-10-28,T,34345.60518868304,11723.0,2000.0,7298.60480166873
13943,39,2023-10-17,T,21343.892459062077,13405.0,2000.0,8194.904582427785
13944,34,2023-10-11,R,24303.030393546716,2865.0,57037.71262447833,8270.80572978687
13945,43,2023-10-02,T,43615.97520166478,6174.0,57067.72753784488,5144.630969798182
13946,48,2023-11-19,T,41518.64394520705,22039.0,86788.02359094439,6876.666957274247
13947,46,2023-09-15,R,25410.911827757125,0.0,112706.96779935762,3601.5698462733408
13948,45,2023-09-01,P,40104.84514529624,10005.0,2000.0,5573.972761978717
13949,45,2023-09-22,R,32663.262001447816,2041.0,2000.0,6028.743290789673
13950,52,2023-11-17,T,43919.753361956995,9788.0,47511.55679036098,3153.636139367504
13951,20,2023-09-21,T,60632.28338258932,8694.0,2000.0,730.6136596195656
13952,19,2023-10-10,R,26229.59311106388,11678.0,15921.586979390608,7075.8279096152855
13953,41,2023-10-09,P,12677.987294882303,0.0,69921.78847155329,6774.356944884775
13954,52,2023-09-13,P,32843.325552542214,16078.0,2000.0,3098.548365320745
13955,48,2023-11-12,T,28157.42371391931,3462.0,122020.93751920707,4411.065045030656
13956,39,2023-11-22,R,34470.85954461443,13843.0,2000.0,5678.639122064809
13957,54,2023-11-15,T,35537.61580934576,14820.0,28431.535694078157,3383.4328810163042
13958,47,2023-10-18,P,40184.61401915984,11725.0,2000.0,5450.740695393168
13959,47,2023-11-14,T,29471.164188244606,10132.0,34505.04043392135,3809.3263212925103
13960,29,2023-09-26,T,30464.469749491047,20446.0,2000.0,5453.817699563021
13961,31,2023-11-04,T,23096.988933566085,24501.0,2000.0,4332.040057245907
13962,30,2023-11-29,P,38136.54736145945,3578.0,2000.0,3283.576774559474
13963,51,2023-11-02,P,28014.43827898577,27919.0,2000.0,10012.404264860957
13964,56,2023-10-25,R,39296.67383000886,20140.0,65342.749479341524,5013.8035491732835
13965,48,2023-10-23,T,42845.13349513847,956.0,7660.666456123438,6067.76312776249
13966,39,2023-11-16,P,53624.0733012463,7415.0,2000.0,8626.356485632976
13967,35,2023-09-05,P,38797.29284126324,0.0,2000.0,432.009231587278
13968,39,2023-10-11,T,43377.96129499309,0.0,2000.0,4082.9561955298245
13969,48,2023-11-18,P,49758.79735129793,16476.0,21502.50423916256,6969.44624680179
13970,31,2023-10-02,P,33700.77372222376,17999.0,30438.356411582252,4532.381293612897
13971,39,2023-09-19,P,21380.881975386008,5606.0,17866.81824158241,1270.441965358109
13972,32,2023-11-25,P,18936.781427983187,0.0,2000.0,6413.702252329879
13973,55,2023-09-02,R,34298.26178242577,4727.0,2000.0,5296.332716284338
13974,47,2023-10-11,P,14320.09390679101,169.0,124200.17473692965,6514.15565691924
13975,50,2023-10-02,P,38262.19975263976,22699.0,2000.0,5749.274381783424
